ParticleID,Vignette,Class
20180528_Huron_293_2mm_rep2_000004_particle_2533,20180528_Huron_293_2mm_rep2_000004_vign002533.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2534,20180528_Huron_293_2mm_rep2_000004_vign002534.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2535,20180528_Huron_293_2mm_rep2_000004_vign002535.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2536,20180528_Huron_293_2mm_rep2_000004_vign002536.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2537,20180528_Huron_293_2mm_rep2_000004_vign002537.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2538,20180528_Huron_293_2mm_rep2_000004_vign002538.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2539,20180528_Huron_293_2mm_rep2_000004_vign002539.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2540,20180528_Huron_293_2mm_rep2_000004_vign002540.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2541,20180528_Huron_293_2mm_rep2_000004_vign002541.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2542,20180528_Huron_293_2mm_rep2_000004_vign002542.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2543,20180528_Huron_293_2mm_rep2_000004_vign002543.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2544,20180528_Huron_293_2mm_rep2_000004_vign002544.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2545,20180528_Huron_293_2mm_rep2_000004_vign002545.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2546,20180528_Huron_293_2mm_rep2_000004_vign002546.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_particle_2547,20180528_Huron_293_2mm_rep2_000004_vign002547.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2548,20180528_Huron_293_2mm_rep2_000005_vign002548.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2549,20180528_Huron_293_2mm_rep2_000005_vign002549.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2550,20180528_Huron_293_2mm_rep2_000005_vign002550.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2551,20180528_Huron_293_2mm_rep2_000005_vign002551.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2552,20180528_Huron_293_2mm_rep2_000005_vign002552.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2553,20180528_Huron_293_2mm_rep2_000005_vign002553.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2554,20180528_Huron_293_2mm_rep2_000005_vign002554.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2555,20180528_Huron_293_2mm_rep2_000005_vign002555.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2556,20180528_Huron_293_2mm_rep2_000005_vign002556.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2557,20180528_Huron_293_2mm_rep2_000005_vign002557.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2558,20180528_Huron_293_2mm_rep2_000005_vign002558.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2559,20180528_Huron_293_2mm_rep2_000005_vign002559.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2560,20180528_Huron_293_2mm_rep2_000005_vign002560.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2561,20180528_Huron_293_2mm_rep2_000005_vign002561.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2562,20180528_Huron_293_2mm_rep2_000005_vign002562.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2563,20180528_Huron_293_2mm_rep2_000005_vign002563.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2564,20180528_Huron_293_2mm_rep2_000005_vign002564.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2565,20180528_Huron_293_2mm_rep2_000005_vign002565.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2566,20180528_Huron_293_2mm_rep2_000005_vign002566.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2567,20180528_Huron_293_2mm_rep2_000005_vign002567.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2568,20180528_Huron_293_2mm_rep2_000005_vign002568.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2569,20180528_Huron_293_2mm_rep2_000005_vign002569.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2570,20180528_Huron_293_2mm_rep2_000005_vign002570.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2571,20180528_Huron_293_2mm_rep2_000005_vign002571.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2572,20180528_Huron_293_2mm_rep2_000005_vign002572.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2573,20180528_Huron_293_2mm_rep2_000005_vign002573.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2574,20180528_Huron_293_2mm_rep2_000005_vign002574.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2575,20180528_Huron_293_2mm_rep2_000005_vign002575.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2576,20180528_Huron_293_2mm_rep2_000005_vign002576.png,Chironomid
20180528_Huron_293_2mm_rep2_000005_particle_2577,20180528_Huron_293_2mm_rep2_000005_vign002577.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2578,20180528_Huron_293_2mm_rep2_000005_vign002578.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2579,20180528_Huron_293_2mm_rep2_000005_vign002579.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2580,20180528_Huron_293_2mm_rep2_000005_vign002580.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2581,20180528_Huron_293_2mm_rep2_000005_vign002581.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2582,20180528_Huron_293_2mm_rep2_000005_vign002582.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2583,20180528_Huron_293_2mm_rep2_000005_vign002583.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2584,20180528_Huron_293_2mm_rep2_000005_vign002584.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2585,20180528_Huron_293_2mm_rep2_000005_vign002585.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2586,20180528_Huron_293_2mm_rep2_000005_vign002586.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2587,20180528_Huron_293_2mm_rep2_000005_vign002587.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2588,20180528_Huron_293_2mm_rep2_000005_vign002588.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2589,20180528_Huron_293_2mm_rep2_000005_vign002589.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2590,20180528_Huron_293_2mm_rep2_000005_vign002590.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2591,20180528_Huron_293_2mm_rep2_000005_vign002591.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2592,20180528_Huron_293_2mm_rep2_000005_vign002592.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2593,20180528_Huron_293_2mm_rep2_000005_vign002593.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2594,20180528_Huron_293_2mm_rep2_000005_vign002594.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2595,20180528_Huron_293_2mm_rep2_000005_vign002595.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2596,20180528_Huron_293_2mm_rep2_000005_vign002596.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2597,20180528_Huron_293_2mm_rep2_000005_vign002597.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2598,20180528_Huron_293_2mm_rep2_000005_vign002598.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2599,20180528_Huron_293_2mm_rep2_000005_vign002599.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2600,20180528_Huron_293_2mm_rep2_000005_vign002600.png,Chironomid
20180528_Huron_293_2mm_rep2_000005_particle_2601,20180528_Huron_293_2mm_rep2_000005_vign002601.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2602,20180528_Huron_293_2mm_rep2_000005_vign002602.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2603,20180528_Huron_293_2mm_rep2_000005_vign002603.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2604,20180528_Huron_293_2mm_rep2_000005_vign002604.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2605,20180528_Huron_293_2mm_rep2_000005_vign002605.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2606,20180528_Huron_293_2mm_rep2_000005_vign002606.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2607,20180528_Huron_293_2mm_rep2_000005_vign002607.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2608,20180528_Huron_293_2mm_rep2_000005_vign002608.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2609,20180528_Huron_293_2mm_rep2_000005_vign002609.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2610,20180528_Huron_293_2mm_rep2_000005_vign002610.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2611,20180528_Huron_293_2mm_rep2_000005_vign002611.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_particle_2612,20180528_Huron_293_2mm_rep2_000005_vign002612.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2613,20180528_Huron_293_2mm_rep2_000006_vign002613.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2614,20180528_Huron_293_2mm_rep2_000006_vign002614.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2615,20180528_Huron_293_2mm_rep2_000006_vign002615.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2616,20180528_Huron_293_2mm_rep2_000006_vign002616.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2617,20180528_Huron_293_2mm_rep2_000006_vign002617.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2618,20180528_Huron_293_2mm_rep2_000006_vign002618.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2619,20180528_Huron_293_2mm_rep2_000006_vign002619.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2620,20180528_Huron_293_2mm_rep2_000006_vign002620.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2621,20180528_Huron_293_2mm_rep2_000006_vign002621.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2622,20180528_Huron_293_2mm_rep2_000006_vign002622.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2623,20180528_Huron_293_2mm_rep2_000006_vign002623.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2624,20180528_Huron_293_2mm_rep2_000006_vign002624.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2625,20180528_Huron_293_2mm_rep2_000006_vign002625.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2626,20180528_Huron_293_2mm_rep2_000006_vign002626.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2627,20180528_Huron_293_2mm_rep2_000006_vign002627.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2628,20180528_Huron_293_2mm_rep2_000006_vign002628.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2629,20180528_Huron_293_2mm_rep2_000006_vign002629.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2630,20180528_Huron_293_2mm_rep2_000006_vign002630.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2631,20180528_Huron_293_2mm_rep2_000006_vign002631.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2632,20180528_Huron_293_2mm_rep2_000006_vign002632.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2633,20180528_Huron_293_2mm_rep2_000006_vign002633.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2634,20180528_Huron_293_2mm_rep2_000006_vign002634.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2635,20180528_Huron_293_2mm_rep2_000006_vign002635.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2636,20180528_Huron_293_2mm_rep2_000006_vign002636.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2637,20180528_Huron_293_2mm_rep2_000006_vign002637.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2638,20180528_Huron_293_2mm_rep2_000006_vign002638.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2639,20180528_Huron_293_2mm_rep2_000006_vign002639.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2640,20180528_Huron_293_2mm_rep2_000006_vign002640.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2641,20180528_Huron_293_2mm_rep2_000006_vign002641.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2642,20180528_Huron_293_2mm_rep2_000006_vign002642.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2643,20180528_Huron_293_2mm_rep2_000006_vign002643.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2644,20180528_Huron_293_2mm_rep2_000006_vign002644.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2645,20180528_Huron_293_2mm_rep2_000006_vign002645.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2646,20180528_Huron_293_2mm_rep2_000006_vign002646.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2647,20180528_Huron_293_2mm_rep2_000006_vign002647.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2648,20180528_Huron_293_2mm_rep2_000006_vign002648.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2649,20180528_Huron_293_2mm_rep2_000006_vign002649.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2650,20180528_Huron_293_2mm_rep2_000006_vign002650.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2651,20180528_Huron_293_2mm_rep2_000006_vign002651.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2652,20180528_Huron_293_2mm_rep2_000006_vign002652.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2653,20180528_Huron_293_2mm_rep2_000006_vign002653.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2654,20180528_Huron_293_2mm_rep2_000006_vign002654.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2655,20180528_Huron_293_2mm_rep2_000006_vign002655.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2656,20180528_Huron_293_2mm_rep2_000006_vign002656.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2657,20180528_Huron_293_2mm_rep2_000006_vign002657.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2658,20180528_Huron_293_2mm_rep2_000006_vign002658.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2659,20180528_Huron_293_2mm_rep2_000006_vign002659.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2660,20180528_Huron_293_2mm_rep2_000006_vign002660.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2661,20180528_Huron_293_2mm_rep2_000006_vign002661.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2662,20180528_Huron_293_2mm_rep2_000006_vign002662.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2663,20180528_Huron_293_2mm_rep2_000006_vign002663.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2664,20180528_Huron_293_2mm_rep2_000006_vign002664.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2665,20180528_Huron_293_2mm_rep2_000006_vign002665.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2666,20180528_Huron_293_2mm_rep2_000006_vign002666.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2667,20180528_Huron_293_2mm_rep2_000006_vign002667.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2668,20180528_Huron_293_2mm_rep2_000006_vign002668.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2669,20180528_Huron_293_2mm_rep2_000006_vign002669.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2670,20180528_Huron_293_2mm_rep2_000006_vign002670.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2671,20180528_Huron_293_2mm_rep2_000006_vign002671.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2672,20180528_Huron_293_2mm_rep2_000006_vign002672.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_particle_2673,20180528_Huron_293_2mm_rep2_000006_vign002673.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2674,20180528_Huron_293_2mm_rep2_000007_vign002674.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2675,20180528_Huron_293_2mm_rep2_000007_vign002675.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2676,20180528_Huron_293_2mm_rep2_000007_vign002676.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2677,20180528_Huron_293_2mm_rep2_000007_vign002677.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2678,20180528_Huron_293_2mm_rep2_000007_vign002678.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2679,20180528_Huron_293_2mm_rep2_000007_vign002679.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2680,20180528_Huron_293_2mm_rep2_000007_vign002680.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2681,20180528_Huron_293_2mm_rep2_000007_vign002681.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2682,20180528_Huron_293_2mm_rep2_000007_vign002682.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2683,20180528_Huron_293_2mm_rep2_000007_vign002683.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2684,20180528_Huron_293_2mm_rep2_000007_vign002684.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2685,20180528_Huron_293_2mm_rep2_000007_vign002685.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2686,20180528_Huron_293_2mm_rep2_000007_vign002686.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2687,20180528_Huron_293_2mm_rep2_000007_vign002687.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2688,20180528_Huron_293_2mm_rep2_000007_vign002688.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2689,20180528_Huron_293_2mm_rep2_000007_vign002689.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2690,20180528_Huron_293_2mm_rep2_000007_vign002690.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2691,20180528_Huron_293_2mm_rep2_000007_vign002691.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2692,20180528_Huron_293_2mm_rep2_000007_vign002692.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2693,20180528_Huron_293_2mm_rep2_000007_vign002693.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2694,20180528_Huron_293_2mm_rep2_000007_vign002694.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2695,20180528_Huron_293_2mm_rep2_000007_vign002695.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2696,20180528_Huron_293_2mm_rep2_000007_vign002696.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2697,20180528_Huron_293_2mm_rep2_000007_vign002697.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2698,20180528_Huron_293_2mm_rep2_000007_vign002698.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2699,20180528_Huron_293_2mm_rep2_000007_vign002699.png,Chironomid
20180528_Huron_293_2mm_rep2_000007_particle_2700,20180528_Huron_293_2mm_rep2_000007_vign002700.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2701,20180528_Huron_293_2mm_rep2_000007_vign002701.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2702,20180528_Huron_293_2mm_rep2_000007_vign002702.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2703,20180528_Huron_293_2mm_rep2_000007_vign002703.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2704,20180528_Huron_293_2mm_rep2_000007_vign002704.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2705,20180528_Huron_293_2mm_rep2_000007_vign002705.png,Chironomid
20180528_Huron_293_2mm_rep2_000007_particle_2706,20180528_Huron_293_2mm_rep2_000007_vign002706.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2707,20180528_Huron_293_2mm_rep2_000007_vign002707.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2708,20180528_Huron_293_2mm_rep2_000007_vign002708.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2709,20180528_Huron_293_2mm_rep2_000007_vign002709.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2710,20180528_Huron_293_2mm_rep2_000007_vign002710.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2711,20180528_Huron_293_2mm_rep2_000007_vign002711.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2712,20180528_Huron_293_2mm_rep2_000007_vign002712.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2713,20180528_Huron_293_2mm_rep2_000007_vign002713.png,Chironomid
20180528_Huron_293_2mm_rep2_000007_particle_2714,20180528_Huron_293_2mm_rep2_000007_vign002714.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2715,20180528_Huron_293_2mm_rep2_000007_vign002715.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2716,20180528_Huron_293_2mm_rep2_000007_vign002716.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2717,20180528_Huron_293_2mm_rep2_000007_vign002717.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2718,20180528_Huron_293_2mm_rep2_000007_vign002718.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2719,20180528_Huron_293_2mm_rep2_000007_vign002719.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2720,20180528_Huron_293_2mm_rep2_000007_vign002720.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2721,20180528_Huron_293_2mm_rep2_000007_vign002721.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2722,20180528_Huron_293_2mm_rep2_000007_vign002722.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2723,20180528_Huron_293_2mm_rep2_000007_vign002723.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2724,20180528_Huron_293_2mm_rep2_000007_vign002724.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2725,20180528_Huron_293_2mm_rep2_000007_vign002725.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2726,20180528_Huron_293_2mm_rep2_000007_vign002726.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2727,20180528_Huron_293_2mm_rep2_000007_vign002727.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2728,20180528_Huron_293_2mm_rep2_000007_vign002728.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2729,20180528_Huron_293_2mm_rep2_000007_vign002729.png,Chironomid
20180528_Huron_293_2mm_rep2_000007_particle_2730,20180528_Huron_293_2mm_rep2_000007_vign002730.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2731,20180528_Huron_293_2mm_rep2_000007_vign002731.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2732,20180528_Huron_293_2mm_rep2_000007_vign002732.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2733,20180528_Huron_293_2mm_rep2_000007_vign002733.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2734,20180528_Huron_293_2mm_rep2_000007_vign002734.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2735,20180528_Huron_293_2mm_rep2_000007_vign002735.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2736,20180528_Huron_293_2mm_rep2_000007_vign002736.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2737,20180528_Huron_293_2mm_rep2_000007_vign002737.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2738,20180528_Huron_293_2mm_rep2_000007_vign002738.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2739,20180528_Huron_293_2mm_rep2_000007_vign002739.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2740,20180528_Huron_293_2mm_rep2_000007_vign002740.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2741,20180528_Huron_293_2mm_rep2_000007_vign002741.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2742,20180528_Huron_293_2mm_rep2_000007_vign002742.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2743,20180528_Huron_293_2mm_rep2_000007_vign002743.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2744,20180528_Huron_293_2mm_rep2_000007_vign002744.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2745,20180528_Huron_293_2mm_rep2_000007_vign002745.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2746,20180528_Huron_293_2mm_rep2_000007_vign002746.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2747,20180528_Huron_293_2mm_rep2_000007_vign002747.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2748,20180528_Huron_293_2mm_rep2_000007_vign002748.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2749,20180528_Huron_293_2mm_rep2_000007_vign002749.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2750,20180528_Huron_293_2mm_rep2_000007_vign002750.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2751,20180528_Huron_293_2mm_rep2_000007_vign002751.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2752,20180528_Huron_293_2mm_rep2_000007_vign002752.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_particle_2753,20180528_Huron_293_2mm_rep2_000007_vign002753.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_particle_2754,20180528_Huron_293_2mm_rep2_000008_vign002754.png,Chironomid
